salary,city,workYear,district,companySize,companyFullName,industryField,companyLabelList,positionLables,firstType,positionAdvantage,positionName,education,financeStage,createTime
15K-25K,上海,3-5年,浦东新区,少于15人,上海同瀛信息科技有限公司,"社交网络,金融",,"金融,社交,后端开发,node.js,web,",开发/测试/运维类,"创业公司,交通方便,不加班,金融科技",python后端工程师,本科,天使轮,2017-12-11 17:09:12
15k-25k,上海,3-5年,杨浦区,15-50人,上海犀语科技有限公司,"数据服务,金融",,"linux,后端,数据处理,爬虫,",开发/测试/运维类,"公司年假,车贴餐贴,弹性工作,通讯补贴",Python开发工程师,大专,天使轮,2017-12-14 14:51:39
12k-18k,上海,1-3年,静安区,15-50人,上海众端网络科技有限公司,"移动互联网,广告营销","绩效奖金,带薪年假,技能培训,弹性工作,","资深,后端开发,平台/后台,linux,Java,",开发/测试/运维类,"公司核心,晋升空间大,工作环境好",Python 开发工程师,大专,天使轮,2017-12-16 16:18:30
8k-16k,上海,1-3年,杨浦区,15-50人,上海海乂知信息科技有限公司,数据服务,,,开发/测试/运维类,"年底双薪,带薪休假,单独项目奖",Python开发工程师,本科,天使轮,2017-12-15 13:05:51
8k-15k,上海,1-3年,虹口区,50-150人,北京中证天通会计师事务所（特殊普通合伙）上海分所,企业服务,"扁平管理,领导好,节日礼物,弹性工作,","高级,全栈,node.js,MySQL,后端,",开发/测试/运维类,"五险一金,技术氛围好,CTO大牛,美女众多",Python工程师,本科,不需要融资,2017-11-29 17:27:42
5k-10k,上海,1-3年,浦东新区,50-150人,上海斯睿德信息技术有限公司,数据服务,"带薪年假,岗位晋升,年度旅游,扁平管理,","算法,数据挖掘,爬虫,",开发/测试/运维类,"爬虫,数据采集",Python 工程师,本科,C轮,2017-12-05 11:28:07
20k-40k,上海,5-10年,浦东新区,50-150人,互道信息技术（上海）有限公司,"移动互联网,电子商务","节日礼物,技能培训,年底双薪,绩效奖金,","云计算,大数据,Java,系统架构,",开发/测试/运维类,"技术前沿,大数据平台,人工智能,商业+技术",架构师(Python技术架构),本科,A轮,2017-12-18 14:10:46
10k-15k,上海,1-3年,,15-50人,上海烯牛信息技术有限公司,"金融,企业服务","年底双薪,股票期权,免费午餐晚餐,额外商业保险,","大数据,",技术,极速成长的创业团队,Python工程师,本科,天使轮,2017-12-18 09:49:58
18K-35K,上海,3-5年,闵行区,15-50人,橡乐网络科技（上海）有限公司,"企业服务,数据服务","绩效奖金,股票期权,五险一金,带薪年假,","后端开发,架构师,爬虫,大数据,机器学习,",开发/测试/运维类,阿里研发体系，大数据智能热点，竞争力薪酬,Python高级开发,本科,天使轮,2017-12-06 13:50:19
10k-20k,上海,1-3年,静安区,50-150人,上海企企网络科技有限公司,移动互联网,,"云计算,Java,",开发/测试/运维类,福利杠杠的,Python工程师,大专,天使轮,2017-12-19 14:30:44
8k-12k,上海,1-3年,徐汇区,15-50人,上海耕子教育科技有限公司,教育,"年底双薪,股票期权,带薪年假,专项奖金,","教育,动漫,k12,兴趣教育,音视频,",其他,"扁平化,弹性化工作",课程老师（python语言）,本科,天使轮,2017-12-20 10:15:53
9K-15K,上海,不限,普陀区,50-150人,上海竞界科技有限公司,数据服务,""""",","爬虫,hadoop,spark,storm,python获,爬虫框架,",开发/测试/运维类,计算机或相关专业的统招本科及以上学历,python软件工程师,本科,不需要融资,2017-12-05 17:48:03
15k-30k,上海,3-5年,浦东新区,50-150人,东吴在线(上海）金融信息服务有限公司,"移动互联网,金融","带薪年假,领导好,美女多,五险一金,","开发工程师,量化,",开发/测试/运维类,"券商系,陆家嘴办公,福利好,公司氛围好",高级Python工程师,本科,不需要融资,2017-11-30 11:23:25
6k-12k,上海,不限,松江区,15-50人,上海担路网络科技有限公司,"移动互联网,企业服务","年终分红,交通补助,定期体检,绩效奖金,","JavaScript,",技术,发展前景巨大,Python,不限,未融资,2017-11-27 13:49:16
15k-25k,上海,1-3年,静安区,500-2000人,北京国双科技有限公司,"数据服务,企业服务","年度旅游,节日礼物,年底双薪,带薪年假,","中级,算法,",开发/测试/运维类,六险一金、弹性工作、奖金丰厚、技术牛人多,机器学习工程师（Python）,本科,上市公司,2017-12-13 14:58:08
13K-25K,上海,1-3年,闵行区,15-50人,橡乐网络科技（上海）有限公司,"企业服务,数据服务","绩效奖金,股票期权,五险一金,带薪年假,","后端开发,全栈,大数据,机器学习,",开发/测试/运维类,阿里研发体系，大数据智能热点，竞争力薪酬,python开发工程师,本科,天使轮,2017-12-08 14:09:21
7k-12k,上海,1-3年,浦东新区,50-150人,升宝节能技术（上海）有限公司,"移动互联网,数据服务","绩效奖金,定期体检,弹性工作,温暖的大家庭,","运维,linux,node.js,",开发/测试/运维类,"绩效奖金,弹性工时,节日福利,五险一金",Python 后台工程师,不限,B轮,2017-12-19 10:47:00
8k-15k,上海,不限,徐汇区,500-2000人,上海复深蓝软件股份有限公司,"移动互联网,企业服务",,"web,服务器端,php,后端,网站开发,",开发/测试/运维类,"上市公司,发展空间大,平台大,领导好",Python中级开发工程师（编号02）,不限,上市公司,2017-12-11 11:10:53
12k-24k,上海,1-3年,长宁区,15-50人,上海合阔信息技术有限公司,"企业服务,移动互联网","年底双薪,带薪年假,定期体检,老板nice,","云计算,后端开发,爬虫,服务器端,GO,",开发/测试/运维类,"技术氛围好,团队牛X,公司产品棒,薪资待遇优",python开发工程师（SAAS云平台研发）,不限,A轮,2017-12-19 15:22:51
20k-30k,上海,5-10年,浦东新区,50-150人,上海橙金信息科技有限公司,"电子商务,O2O",,"云计算,Java,爬虫,",开发/测试/运维类,"大牛多,福利丰厚,氛围好",高级python开发工程师,大专,不需要融资,2017-11-21 15:24:42
9k-10k,上海,1-3年,杨浦区,2000人以上,上海诺亚金融服务有限公司,金融,"技能培训,节日礼物,绩效奖金,年度旅游,","深度学习,大数据,数据挖掘,",开发/测试/运维类,发展机会多,Python数据开发工程师,本科,上市公司,2017-12-13 09:55:24
8K-10K,上海,不限,徐汇区,少于15人,上海罗刻信息技术有限公司,教育,,,开发/测试/运维类,大神团队国内参赛先驱日薪报酬额外奖金,Python/Java 实习导师,本科,天使轮,2017-12-03 12:03:51
10k-20k,上海,1-3年,长宁区,15-50人,上海寰享网络科技有限公司,"旅游,数据服务",,"高级,后端开发,",开发/测试/运维类,Python,Python中级/Odoo开发,大专,未融资,2017-11-24 10:20:15
10K-20K,上海,1-3年,浦东新区,2000人以上,上海药明康德新药开发有限公司,医疗健康,"绩效奖金,股票期权,通讯津贴,定期体检,",".net,c#,Pyhon,",技术,基因组医学测序软件云存储数据平台奖金靠谱,Python Developer,本科,不需要融资,2017-12-18 16:27:36
9k-18k,上海,应届毕业生,松江区,15-50人,上海担路网络科技有限公司,"移动互联网,企业服务","年终分红,交通补助,定期体检,绩效奖金,",,技术,员工分红计划 高速成长,Python,本科,未融资,2017-11-27 13:49:17
8k-16k,上海,不限,闵行区,2000人以上,上海微创软件股份有限公司北京分公司,"移动互联网,电子商务","年底双薪,绩效奖金,免费班车,节日礼物,","云计算,C#/.NET,OpenStack,",开发/测试/运维类,"工作环境好,五险一金,班车,培训",C#/PHP/Java/Python开发支持工程师,本科,上市公司,2017-12-07 14:44:26
12k-24k,上海,3-5年,黄浦区,15-50人,上海展卷信息科技有限公司,"移动互联网,金融","带薪年假,扁平管理,领导好,弹性工作,","后端,Erlang,golang,",开发/测试/运维类,"股票期权,弹性工时,氛围好",高级Python软件工程师（服务端）,本科,A轮,2017-12-18 09:53:55
8k-16k,上海,不限,长宁区,15-50人,领翌（上海）科技有限公司,"移动互联网,教育","专项奖金,年底双薪,年终分红,带薪年假,","教育,k12,培训,编辑,音视频,",其他,"创业团队,发展空间大,弹性",Python课程开发/ 授课,本科,未融资,2017-12-20 10:49:52
